name,count,need_to_be_removed
SM_H_FutureTech_Continuous_Metal_04_Plastics_05,196,TRUE
SM_H_Industrial_Lighting_WallLamp_02B,196,FALSE
SM_NavalBattle_Nature_Rock_Large_Cliff_06,195,FALSE
SM_Generic_Lighting_WallLamp_07,191,FALSE
SM_H_FutureTech_Machinery_Toolbox_B_02,187,TRUE
SM_H_FutureTech_Machinery_Toolbox_A_01,187,TRUE
SM_H_Industrial_Container_SupplyBox_02B,187,FALSE
SM_Commercial_Lighting_EXIT_01,184,FALSE
SM_H_FutureTech_Office_ComputerMonitors_03,182,FALSE
SM_H_Industrial_Container_PackingBox_01,181,FALSE
SM_H_Government_Tide_PrisonDormitory_Bed_01,175,FALSE
SM_H_Industrial_Container_PackingBox_01B,171,FALSE
SM_H_FutureTech_Furniture_Folder_01_D,169,TRUE
SM_H_Building_Tide_DeepJail_04_Meatl_01c,163,FALSE
SM_H_Government_Tide_Door_01,162,FALSE
SM_M_Industrial_Tools_ScaffoldCloth_01,162,FALSE
SM_H_Government_Tide_TideUniforms_02,160,TRUE
SM_H_FutureTech_Furniture_Folder_01_A,158,TRUE
SM_H_Building_Tide_Pipeline_01d,156,TRUE
SM_Generic_Lighting_WallLamp_02,156,FALSE
SM_H_FutureTech_Continuous_Metal_04_Grey_01,153,TRUE
SM_H_FutureTech_Fencing_01_03,151,FALSE
SM_H_FutureTech_Generic_Monitor_Side_01_A,150,FALSE
SM_H_Government_Tide_Table_03d,149,FALSE
SM_H_Gibraltar_Props_Industrial_04A,149,FALSE
SM_H_Government_Tide_Cabinet_07,148,FALSE
SM_H_FutureTech_Lighting_OverheadLight_01,147,FALSE
SM_H_Government_Tide_Book_02A,146,TRUE
SM_H_Building_Tide_Pipeline_01e,143,TRUE
SM_NavalBattle_Nature_Rock_Ground_Overlays_02_HD,141,TRUE
SM_H_Government_Tide_Cabinet_08,141,FALSE
SM_H_Government_Tide_PrisonDormitory_Stool_01,140,FALSE
SM_H_Industrial_Lighting_Leuchtstabe_01,139,TRUE
SM_H_Government_Tide_Cloth_01,137,FALSE
SM_Industrial_Garage_Tire_01,137,TRUE
SM_M_Commercial_Resort_Rag_02,135,FALSE
SM_H_Government_Tide_Brick_02,134,TRUE
SM_H_FutureTech_Resort_Papers_01a,133,TRUE
SM_M_Commercial_Lighting_OverheadLight_01,132,FALSE
SM_H_FutureTech_Resort_Papers_03a,131,TRUE
SM_H_Government_Tide_Book_02B,130,FALSE
SM_H_Government_Tide_Cabinet_08a,130,FALSE
SM_H_FutureTech_Furniture_Folder_01_B,129,TRUE
SM_H_Government_Tide_Monitor_04,128,TRUE
SM_H_FutureTech_Furniture_Folder_01_C,127,TRUE
SM_H_Government_Tide_Shield_01A,127,TRUE
SM_M_Fence_ConcreteWall_Broken_11,125,TRUE
SM_H_Government_Tide_MonitorShelf_01,125,TRUE
SM_M_Government_Office_ComputerMouse_01,124,TRUE
SM_H_FutureTech_Electronics_PowerSwitch_01,123,TRUE
SM_H_Industrial_Tools_Oxygenbottle_01,123,FALSE
SM_H_Building_Tide_DeepJail_04_Meatl_01e,122,FALSE
SM_H_Government_Tide_Brick_06,121,TRUE
SM_H_Government_Tide_Mirror_01,121,FALSE
SM_H_FutureTech_Electron_Computer_02_01,120,FALSE
SM_M_Government_Office_BoxLid_01,118,FALSE
SM_H_FutureTech_Lighting_DecorativeLamp_02_C,118,FALSE
SM_H_Government_Prison_TideDoor_02_Frame,117,FALSE
SM_H_Government_Tide_BodyBag_01,115,TRUE
SM_H_FutureTech_Continuous_Metal_04_Plastics_04,114,TRUE
SM_H_FutureTech_Resort_Papers_01b,113,TRUE
SM_H_FutureTech_Resort_IronDisc_01,113,TRUE
SM_H_Building_Tide_Jail_Railing_01b,109,FALSE
SM_H_FutureTech_Continuous_Metal_09_Red_01,109,TRUE
SM_H_Government_Tide_DollsTorso_01,108,FALSE
SM_H_lceLand_Props_Bullet_01d,107,TRUE
SM_H_FutureTech_Machinery_Toolbox_A_02,104,TRUE
SM_H_FutureTech_Continuous_Metal_09_Gray_08,104,TRUE
SM_H_lceLand_Props_Bullet_01c,103,TRUE
SM_M_Industrial_Debris_Macadam_03_a,103,TRUE
SM_H_Building_FutureTech_Dam_Pipe_01,103,TRUE
SM_H_FutureTech_Props_IndustrialExtinguisher_01_C,102,TRUE
SM_Generic_Lighting_WallLamp_03,102,FALSE
SM_I_Other_Decal_09_HD,101,TRUE
SM_H_Government_Tide_Ceramic_02,100,TRUE
SM_H_Building_Industrial_Tide_Cellar_22m,97,FALSE
SM_H_Gibraltar_Props_Commercial_Box_01b,97,FALSE
SM_H_Building_Tide_Jail_Railing_01a_Decal,97,TRUE
SM_H_Building_Tide_Jail_Railing_01e,96,FALSE
SM_H_FutureTech_Lighting_DecorativeLamp_02_E,95,FALSE
SM_H_FutureTech_Lighting_DecorativeLamp_02_D,92,FALSE
SM_M_NavalBattle_Building_Decal_19c,91,TRUE
SM_H_Building_Tide_PrisonMain_Metal_04a,91,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04a_Net,91,FALSE
SM_Industrial_Construction_MetalPlate_01,90,FALSE
SM_H_Government_Tide_Ceramic_01,89,TRUE
SM_H_Building_Tide_Jail_Room_01,89,FALSE
SM_NavalBattle_Nature_Rock_Ground_Overlays_01_HD,88,TRUE
SM_H_Government_Tide_OfficeCurtains_01D,88,FALSE
SM_H_Building_Tide_Pipeline_01a,88,TRUE
SM_Branding_Warning_Sign_02,87,FALSE
SM_H_Government_Tide_Monitor_03,87,TRUE
SM_H_Government_Tide_Mound_Pile_01,86,FALSE
SM_M_Agricultural_Tools_PlasticCrate_02,84,TRUE
SM_M_Government_Office_ComputerKeyboard_01,83,TRUE
SM_H_Government_Tide_FloorMats_01,83,TRUE
SM_BS_Leafy_Bunting_230cm,82,FALSE
SM_H_FutureTech_Continuous_Metal_09_Gray_05,81,TRUE
SM_H_FutureTech_Continuous_Metal_09_Yellow_01,80,TRUE
SM_H_Government_Tide_DollsHead_01,80,FALSE
SM_M_Fence_ConcreteWall_Broken_14,79,TRUE
SM_H_Gibraltar_Ventpipe_WareHouse_04C,79,TRUE
SM_H_Building_Tide_Wire_01d,78,TRUE
SM_H_Government_Tide_Tableware_01B,78,TRUE
SM_H_Building_Tide_Chain_01c,78,FALSE
SM_H_Government_Tide_Closetool_01,78,FALSE
SM_H_FutureTech_Furniture_Display_01,77,FALSE
SM_Residential_Tools_Box_01_C,77,FALSE
SM_H_IceLand_Props_ContainerWaterTank_02_Broken,76,FALSE
SM_Emissive_Plane_01,74,FALSE
SM_M_Fence_ConcreteWall_Broken_10,73,TRUE
SM_H_Government_Tide_Cart_01,72,FALSE
SM_H_Government_Tide_Table_01a,72,FALSE
SM_I_NavalBattle_Connect_Decal_01e,72,TRUE
SM_H_FutureTech_Electron_Computer_02_02,71,TRUE
SM_H_Government_Tide_Book_02D,71,TRUE
SM_H_Government_Hospital_InfusionBottle_01,70,TRUE
SM_H_Government_Tide_Washbasin_01,70,FALSE
SM_H_Government_Tide_Brick_01,70,FALSE
SM_H_IceLand_Props_Macadam_01b,69,TRUE
SM_H_Government_Tide_AlarmBell_01,69,TRUE
SM_Generic_Lighting_Chandelier_11,68,FALSE
SM_H_FutureTech_IndustrialRailingPlate_01D,68,FALSE
SM_H_Government_Tide_Arm_01,68,FALSE
SM_H_Building_Tide_Pipeline_01b,68,TRUE
SM_H_Government_Tide_Carton_01B,66,FALSE
SM_H_Government_Tide_Horn_01,64,TRUE
SM_H_Government_Tide_Monitor_05,64,TRUE
SM_H_Props_NavalBattle_MooringBollard_01,64,FALSE
SM_H_Props_Industrial_NavalBattle_S2_Wharf_09b,64,FALSE
SM_H_Government_Tide_PhotoClips_01,64,FALSE
SM_H_Government_Tide_MetalPipe_01,63,TRUE
SM_Generic_Lighting_TableLamp_02,62,FALSE
SM_H_FutureTech_Continuous_Metal_09_Gray_07,62,TRUE
SM_H_Government_Tide_Leg_01,62,FALSE
SM_NavalBattle_Nature_Rock_Large_Cliff_02,61,FALSE
SM_H_Government_Tide_Shield_01,61,TRUE
SM_BS_Military_Modified_BulletBoxOpen_01,60,TRUE
SM_H_Government_Hospital_Bandages_01,59,TRUE
SM_H_Building_Tide_Kitchendoor_02,59,FALSE
SM_H_Government_Tide_Brick_05,59,TRUE
SM_H_FutureTech_Machinery_Toolbox_B_01,59,TRUE
SM_IceLand_Nature_Cliff_Mountain_14,59,FALSE
SM_H_GEN_Props_Industrial_VentingDevice_02a,58,FALSE
SM_H_Government_Tide_RowSeats_01,58,FALSE
SM_NavalBattle_Nature_Rock_Ground_Overlays_04_HD,57,FALSE
SM_H_IceLand_Props_WeatherCloth_04b,56,FALSE
SM_H_FutureTech_Label_Bullet_01_B,56,TRUE
SM_H_Government_Hospital_MedicineBottle_01,56,TRUE
SM_Government_Utility_FireBox_03,56,FALSE
SM_H_Government_Tide_Roadmap_01C,56,FALSE
SM_M_Industrial_Construction_VentCover_02,55,FALSE
SM_H_FutureTech_Furniture_Flowerpot_01,55,FALSE
SM_H_IceLand_Props_EquipmentBox_04,55,FALSE
SM_M_Government_Office_ClothLarge_01,55,FALSE
SM_H_FutureTech_RingBinder_01,54,TRUE
SM_H_Government_Tide_Cabinet_09A,54,FALSE
SM_M_Industrial_Container_TrashBag_01,54,TRUE
SM_H_FutureTech_Furniture_Speakers_01_A,54,TRUE
SM_H_Government_Tide_ShowerPipes_01,54,FALSE
SM_M_Fence_ConcreteWall_Broken_12,53,TRUE
SM_H_Iceland_Props_Cable_Rubber_01,53,TRUE
SM_H_Building_Industrial_Wall_Wire_01,53,TRUE
SM_H_Government_Tide_Cabinet_09,53,FALSE
SM_M_Fence_ConcreteWall_Broken_16,52,TRUE
SM_M_Government_Utility_FireAlarm_01,51,TRUE
SM_H_Gibraltar_Props_Industrial_ElectricBox_02b,51,FALSE
SM_H_Government_Office_ServerParts_02,49,FALSE
SM_H_GEN_Props_Industrial_Concretepanel_01a,49,FALSE
SM_NavalBattle_Nature_Rock_Large_Cliff_01,48,FALSE
SM_BS_Military_Modified_BulletBox_01,48,FALSE
SM_M_Government_Electrical_Switch_01,48,FALSE
SM_H_FutureTech_Tools_MetalShelf_04,48,FALSE
SM_H_Building_Tide_DeepJail_04r,48,FALSE
SM_M_Commercial_Resort_Rag_01,47,FALSE
SM_H_IceLand_Props_Macadam_01d,47,TRUE
SM_H_FutureTech_Furniture_PaperCups_01_A,46,TRUE
SM_M_Industrial_Container_TrashBag_03,46,TRUE
SM_H_Government_Tide_InstrumentTra_04,46,TRUE
SM_M_Industrial_Container_TrashBag_02,46,TRUE
SM_H_FutureTech_Furniture_Display_02_Destroyed,46,TRUE
SM_Branding_Sign_11,45,FALSE
SM_H_Government_Tide_BodyBag_02,45,TRUE
SM_H_Government_Prison_TideDoor_01,45,FALSE
SM_H_Industrial_Lighting_WallLamp_05,45,FALSE
SM_H_Government_Tide_Arm_01B,45,FALSE
SM_BS_Military_Modified_Pliers_01,44,TRUE
SM_H_FutureTech_Furniture_Chair_03,44,FALSE
SM_H_IceLand_Props_WeatherCloth_04C,44,FALSE
SM_H_Government_Tide_Book_01E,44,TRUE
SM_M_Industrial_Lighting_FloodlightStand_02,43,TRUE
SM_H_Branding_Screen_Monitor_02,43,TRUE
SM_H_FutureTech_Continuous_Metal_09_Gray_06,43,TRUE
SM_H_FutureTech_Props_IndustrialExtinguisher_01_B,42,TRUE
SM_H_FutureTech_Props_IndustrialExtinguisher_01_A,42,TRUE
SM_H_Government_Tide_Towel_01B,42,FALSE
SM_H_Government_Tide_Book_01D,42,TRUE
SM_BS_Military_Modified_Powder_01,42,TRUE
SM_M_Props_Industrial_SteelFrame_01,42,FALSE
SM_M_Government_Office_Spray_01,42,FALSE
SM_H_Government_Tide_Leg_01B,42,FALSE
SM_NavalBattle_Nature_Rock_Large_Rock_08,41,TRUE
SM_M_Building_ware_01d,41,TRUE
SM_H_FutureTech_Furniture_Sofa_01,41,FALSE
SM_H_Government_Tide_Cabinet_01B,41,FALSE
SM_M_NavalBattle_Building_Decal_19i,41,TRUE
SM_H_Industrial_Container_PackingBox_01C,41,FALSE
SM_H_Government_Tide_Trash_01,40,FALSE
SM_H_IceLand_Props_WeatherCloth_05b,40,FALSE
SM_H_Government_Tide_MetalFrame_01,40,FALSE
SM_M_Generic_WarningLamp_01,40,FALSE
SM_H_Building_Tide_DeepJail_10e,40,FALSE
SM_M_Industrial_Debris_Macadam_02a,39,TRUE
SM_Industrial_Lighting_Chandelier_03,39,TRUE
SM_I_Connect_Decal_07b,38,FALSE
SM_H_Government_Tide_Stigma_03C,38,FALSE
SM_H_Government_Office_Harddisk_01,38,FALSE
SM_H_Branding_Screen_Monitor_02B,37,FALSE
SM_H_FutureTech_IndustrialRailingPlate_01B,37,FALSE
SM_H_IceLand_Props_EquipmentBox_02,37,FALSE
SM_Generic_Lighting_Spotlight_05,37,FALSE
SM_NavalBattle_Nature_Rock_Large_Island_05,36,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04c,36,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04c_Net,36,FALSE
SM_H_IceLand_Props_EquipmentBox_01,36,FALSE
SM_H_Building_Tide_Chain_01b,36,FALSE
SM_H_Bulidng_Tide_Ironwirerailing_01,36,FALSE
SM_H_FutureTech_Continuous_Metal_09_Black_05,35,TRUE
SM_Generic_Lighting_WallLamp_11,35,FALSE
SM_H_Building_Tide_Wire_01e,34,TRUE
SM_H_FutureTech_Office_Newspaper,34,TRUE
SM_M_Government_Office_Newspaper_11,34,TRUE
SM_H_FutureTech_Electronics_Monitor_01,34,FALSE
SM_H_FutureTech_Lighting_DecorativeLamp_07,34,FALSE
SM_H_Gibraltar_Ventpipe_WareHouse_04E,34,TRUE
SM_M_Government_Office_FireHose_01a,34,TRUE
SM_H_Government_Hospital_SurgicalScissors_01,33,TRUE
SM_H_Iceland_Props_Cable_Rubber_02,33,TRUE
SM_H_FutureTech_Furniture_Dispenser_01,33,FALSE
SM_M_Government_Office_chair_02,33,FALSE
SM_H_Military_Tide_RiotShield_01,33,FALSE
SM_H_FutureTech_Furniture_Display_03,33,FALSE
SM_I_NavalBattle_Connect_Decal_12a,33,FALSE
SM_H_Government_Tide_Roadmap_01E,33,FALSE
SM_Feature_FileCabinet_01A,33,FALSE
SM_M_NavalBattle_Building_Decal_19b,33,TRUE
SM_H_Government_Tide_Wok_01,33,TRUE
SM_H_Building_Tide_DeepJail_10d,33,FALSE
SM_M_Government_Office_Cable_01a,33,FALSE
SM_BS_Military_Weapon_MCX_01,33,FALSE
SM_NavalBattle_Nature_Rock_Large_Island_03,32,FALSE
SM_H_Industrial_Tools_Cloth_01C,32,FALSE
SM_I_Connect_Decal_07a,32,FALSE
SM_H_Building_Tide_WoodShaving_05,32,TRUE
SM_NavalBattle_Nature_Rock_Big_Rock_05,31,FALSE
SM_H_Industrial_Tools_Cloth_01B,31,FALSE
SM_H_Government_Tide_Fan_01,31,FALSE
SM_Branding_Warning_Sign_19,31,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04b,31,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04b_Net,31,FALSE
SM_H_Government_Tide_Roadmap_01F,31,FALSE
SM_H_Government_Tide_Roadmap_01D,31,FALSE
SM_H_Government_Office_Servers_02,31,FALSE
SM_M_Government_Office_Dustbin_02,31,FALSE
SM_H_Government_Tide_Table_03g,31,FALSE
SM_H_Gibraltar_Ventpipe_WareHouse_04G,31,TRUE
SM_M_Commercial_Storage_Plastics_04,30,FALSE
SM_H_Government_Tide_ClothSlot_01,30,FALSE
SM_H_Government_Tide_Book_02C,30,TRUE
SM_M_Props_Industrial_duct_03,30,FALSE
SM_M_Industrial_Debris_Macadam_02b,30,TRUE
SM_M_Government_Office_Cable_01b,30,FALSE
SM_H_Building_Tide_DeepJail_04t,30,FALSE
SM_H_Building_FutureTech_Dam_Pipe_05,30,TRUE
SM_H_Building_Tide_Jail_Railing_01h,30,FALSE
SM_H_Government_Prison_TideDoor_01c,30,FALSE
SM_H_Building_Tide_Jail_Railing_03e_Decal,30,FALSE
SM_H_Building_Tide_Jail_Railing_01h_Decal,30,TRUE
SM_Industrial_Debris_Rubble_21,30,TRUE
SM_H_FutureTech_Microscope_01,30,FALSE
SM_M_Bulidng_Ironwirerailing_02,30,FALSE
SM_M_Government_Office_Airconditioner_02,29,FALSE
SM_H_FutureTech_Continuous_Metal_06_06a,29,FALSE
SM_BS_Military_Modified_Cleaner_01,29,FALSE
SM_H_IceLand_Props_Trash_01a,29,TRUE
SM_H_Military_Tide_MetalFence_01,29,FALSE
SM_M_Industrial_Lighting_Vent_01,29,FALSE
SM_H_Government_Tide_StorageJar_01,29,FALSE
SM_H_FutureTech_Continuous_Metal_09_Gray_04,29,TRUE
SM_BS_Military_Clothes_Armor_04,29,FALSE
SM_H_Government_Tide_Stigma_03,29,FALSE
SM_H_Government_Tide_Photo_01A,29,TRUE
SM_BS_Military_Weapon_Smoke_01,28,FALSE
SM_M_Residential_Livingroom_Carpet_01,28,TRUE
SM_H_Government_Tide_Lockers_01,28,FALSE
SM_M_Building_ware_01j,28,TRUE
SM_H_Government_Tide_DustCloth_01,28,FALSE
SM_H_Government_Tide_WaterGlasses_01,27,FALSE
SM_H_Government_Tide_IndustrialExtinguisher_01A,27,FALSE
SM_H_Building_Tide_Jail_Railing_01l,27,FALSE
SM_H_Government_Office_Servers_01,27,FALSE
SM_H_Government_Tide_Book_01B,27,TRUE
SM_H_Government_Tide_Table_03e,27,FALSE
SM_H_FutureTech_Tools_01E,27,FALSE
SM_H_Government_Tide_Clapboard_02A,27,FALSE
SM_H_Government_Tide_Stigma_03B,27,FALSE
SM_M_Government_Office_StructureMetal_01b,27,FALSE
SM_M_Government_Office_CementBag_01b,27,FALSE
SM_M_Fence_ConcreteWall_Broken_13,26,TRUE
SM_H_FutureTech_Generic_Monitor_01,26,FALSE
SM_H_Government_Tide_DirtyLaundry_01,26,FALSE
SM_H_Government_Tide_Roadmap_01B,26,FALSE
SM_M_Industrial_Tools_WoodenBoard_04c,26,FALSE
SM_H_Building_Tide_Jail_Railing_01i,26,FALSE
SM_H_Building_Tide_WardenBoxroom_Head,26,FALSE
SM_H_Building_Tide_WoodShaving_04,26,TRUE
SM_H_Tide_Dock_Fabric_01c,25,FALSE
SM_H_Government_Office_Cable_01,25,FALSE
SM_H_Government_Tide_Monitor_02,25,TRUE
SM_H_PipeLineRack_01,25,FALSE
SM_H_FutureTech_Furniture_ConferenceBoard_01b,25,FALSE
SM_H_Building_Tide_Chain_01a,25,FALSE
SM_H_Government_Tide_Photo_01D,25,FALSE
SM_H_IceLand_Props_WeatherCloth_03b,24,FALSE
SM_BS_Military_Modified_Wrench_01,24,FALSE
SM_M_Props_Industrial_Crest_AirOutlet_01,24,FALSE
SM_H_Government_Tide_Towel_01C,24,FALSE
SM_Branding_Warning_Sign_05,24,FALSE
SM_M_Military_Tools_WoodPlate_01a,24,FALSE
SM_H_GEN_Props_Transport_RoadBlock_01d,24,FALSE
SM_H_FutureTech_Furniture_Sofa_01_B,24,FALSE
SM_H_Government_Tide_PlateHolders_01,24,FALSE
SM_H_FutureTech_Tools_01,24,FALSE
SM_M_Government_Office_StickyNote_02,24,FALSE
SM_H_Props_Industrial_NavalBattle_S2_Wharf_09a,24,FALSE
SM_H_Government_Tide_MetalWall_02,24,FALSE
SM_H_Building_Tide_DeepJail_04k,24,FALSE
SM_H_Building_Tide_Jail_Railing_01n,24,FALSE
SM_H_Government_Prison_TideDoor_01a,24,FALSE
SM_H_Building_Tide_Jail_Railing_01n_Decal,24,TRUE
SM_H_FutureTech_Continuous_Metal_04_Red_04,24,FALSE
SM_H_Government_Tide_FilingCabinet_01,24,FALSE
SM_NavalBattle_Nature_Rock_Large_Island_02,23,FALSE
SM_M_Government_Office_RingBinder_03,23,FALSE
SM_M_Building_ware_01g,23,TRUE
SM_H_Government_Tide_FilingCabinet_06,23,FALSE
SM_H_IceLand_Props_IndustrialPlateMetals_01a,23,FALSE
SM_H_Building_Tide_PrisonMain_Debris_01,23,TRUE
SM_H_Government_Tide_prison_07A,23,FALSE
SM_M_Government_Hospital_OperatingTable_01,23,FALSE
SM_H_Government_Tide_prison_07B,23,FALSE
SM_H_Government_Tide_prison_07C,23,FALSE
SM_H_Government_Tide_prison_07,23,FALSE
SM_H_FutureTech_Lighting_DecorativeLamp_05,23,FALSE
SM_H_Building_Tide_Jail_Railing_01f,23,FALSE
SM_H_FutureTech_Resort_Papers_01c,22,TRUE
SM_BS_Military_Weapon_Mag_01,22,FALSE
SM_NavalBattle_Nature_Rock_Large_Cliff_03,22,FALSE
SM_M_Government_Office_StorageBasket_01,22,FALSE
SM_H_Building_Tide_PrisonMain_Debris_01_Decal,22,TRUE
SM_Industrial_Construction_ConcreteBeam_01e_Broken,22,FALSE
SM_H_Government_Tide_OfficeCurtains_01C,22,FALSE
SM_H_Government_Tide_Book_01F,22,TRUE
SM_H_Government_Tide_Clapboard_01,22,FALSE
SM_Small_DoubleDoor_16B,22,FALSE
SM_M_Industrial_Tools_WoodenBoard_04a,22,FALSE
SM_H_Government_Tide_OfficeCurtains_01,22,FALSE
SM_M_Government_Office_Newspaper_06,22,TRUE
SM_M_Government_Office_CementBag_01a,22,FALSE
SM_H_Building_Tide_Jail_Railing_03g,22,FALSE
SM_H_Government_Hospital_Bandages_02,21,FALSE
SM_M_Mound_Pile_05,21,FALSE
SM_NavalBattle_Nature_Rock_Large_Cliff_05,21,FALSE
SM_M_Industrial_Debris_Rubble_02,21,TRUE
SM_H_Government_Tide_Book_01A,21,TRUE
SM_H_Gibraltar_Props_Industrial_04B,21,FALSE
SM_H_Building_Tide_Waterway_11_Shelf,21,FALSE
SM_Small_Door_General_01_Frame,21,FALSE
SM_H_FutureTech_Furniture_Display_02_A,21,FALSE
SM_M_Building_Industrial_AqueductStone_02,21,FALSE
SM_IceLand_Nature_Rock_Wall_03B,21,FALSE
SM_H_Building_Tide_MedicalRoom_03H,21,FALSE
SM_Miniworld_Branding_07,20,FALSE
SM_I_Connect_Decal_06e,20,FALSE
SM_NavalBattle_Building_Residential_Decal_11a,20,FALSE
SM_H_FutureTech_Tools_01D,20,FALSE
SM_H_Government_Tide_StorageJar_03,20,FALSE
SM_H_Government_Tide_Medicalscreen_01,20,FALSE
SM_H_FutureTech_Furniture_Bucket_02_Destroyed,20,TRUE
SM_H_IceLand_Props_Macadam_01f,20,TRUE
SM_H_Gibraltar_Ventpipe_WareHouse_04A,20,TRUE
SM_H_Government_Tide_CorpseTrucks_01,20,FALSE
SM_BS_Hedge_180cm_HD,20,FALSE
SM_H_FutureTech_Continuous_Metal_09_Black_08,20,TRUE
SM_H_Government_Tide_Photo_01C,20,TRUE
SM_H_FutureTech_Continuous_Metal_06_07,20,FALSE
SM_H_Building_Tide_MedicalRoom_03J,20,TRUE
SM_M_Government_Hospital_InfusionStand_01,20,FALSE
SM_H_Government_Tide_TestTube_01,20,TRUE
SM_H_Government_Tide_TriangleCup_01,20,FALSE
SM_NavalBattle_Nature_Rock_02_HD,19,FALSE
SM_H_lceLand_Props_Bullet_01b,19,TRUE
SM_H_FutureTech_Furniture_Rug_02,19,FALSE
SM_H_IceLand_Props_Paper_01a,19,TRUE
SM_Small_Door_10,19,FALSE
SM_H_Building_Tide_DeepJail_10c,19,FALSE
SM_H_Building_Tide_DeepJail_10b,19,FALSE
SM_Small_DoubleDoor_16A,19,FALSE
SM_H_Building_Tide_PrisonMain_Tower_01c,19,FALSE
SM_M_Government_Office_ClothLarge_02,19,FALSE
SM_IceLand_Nature_RockWall_01_B,19,FALSE
SM_H_Building_Tide_Jail_Railing_01d,19,FALSE
SM_H_Building_Tide_Jail_Ventilator_02,19,FALSE
SM_H_FutureTech_Fencing_01_06,19,FALSE
SM_H_FutureTech_Machinery_Medical_02,19,FALSE
SM_M_Commercial_Signs_Railing_04B,19,FALSE
SM_M_Government_Office_RingBinder_02,18,FALSE
SM_M_Government_Office_Toolbox_01,18,FALSE
SM_H_Building_Tide_Jail_Gate_02a,18,FALSE
SM_H_Government_Office_ServerComponents_07,18,FALSE
SM_H_Government_Tide_BodyBag_03,18,TRUE
SM_M_Industrial_Furniture_BunKBed_01C,18,TRUE
SM_H_Government_Tide_BatteryStations_01,18,FALSE
SM_H_Government_Tide_BatteryStations_01a,18,FALSE
SM_H_Government_Tide_BatteryStations_01b,18,FALSE
SM_H_Government_Tide_Book_01C,18,TRUE
